status_id,created_at,year,screen_name,text,favorite_count,retweet_count,hashtags,display_text_width
x149589104168939520,12/21/11,2011,realDonaldTrump,Barney Frank looked disgusting--nipples protruding--in his blue shirt before Congress. Very very disrespectful.,27452,21426,,111
x106084327581949952,8/23/11,2011,realDonaldTrump,As bad as Qaddafi was---what comes next in Libya will be worse---just watch.,4656,7477,,76
x152814332915363840,12/30/11,2011,realDonaldTrump,I play golf to relax. My company is in great shape. @BarackObama plays golf to escape work while America goes down the drain.,3207,4585,,125
x96284991041974273,7/27/11,2011,realDonaldTrump,"""Know when to walk away from the table.""   The Art of the Deal",4968,2965,,62
x149554857991352320,12/21/11,2011,realDonaldTrump,I still can't believe we didn't t take the oil from Iraq.,2200,2955,,57
x102371063723343873,8/13/11,2011,realDonaldTrump,Ron Paul is right that we are wasting trillions of dollars in Iraq and Afghanistan.,2509,2797,,83
x107091854092279808,8/26/11,2011,realDonaldTrump,Why did @BarackObama and his family travel separately to Martha's Vineyard? They love to extravagantly spend on the taxpayers' dime.,1360,2305,,132
x106011126889852928,8/23/11,2011,realDonaldTrump,@RonPaul has some serious ideas which deserve serious consideration. Wrong for media to ignore him.,2688,2227,,99
x90875305119592448,7/12/11,2011,realDonaldTrump,"@macmiller ""Donald Trump the Song"" gets 16M hits on YouTube. Who wouldn't be flattered?",634,2081,,87
x106800317403897857,8/25/11,2011,realDonaldTrump,America needs a President who can negotiate better deals for the American People.,1588,1991,,81
x103158206498476032,8/15/11,2011,realDonaldTrump,@BarackObama played golf yesterday. Now he  heads to a 10 day vacation in Martha's Vineyard.  Nice work ethic.,926,1616,,110
x119072660889149441,9/28/11,2011,realDonaldTrump,Happy New Year to all my Jewish friends.,1481,1615,,40
x103920143301750785,8/17/11,2011,realDonaldTrump,Ron Paul is right when he says we are wasting lives and money in Iraq and Afghanistan.,1717,1550,,86
x103853707757764609,8/17/11,2011,realDonaldTrump,@BarackObama has a record low 39% Gallup approval rating. Why so high?,1320,1488,,70
x145253073588203520,12/9/11,2011,realDonaldTrump,Why was the Hanukah celebration held in the White House two weeks early? @BarackObama wants to vacation in Hawaii in late December. Sad.,1274,1356,,136
x125990387226652672,10/17/11,2011,realDonaldTrump,Why is @BarackObama always campaigning or on vacation?,695,1341,,54
x128572090658992128,10/24/11,2011,realDonaldTrump,Libya is adopting a more radical form of Sharia Law now under their new leadership. Is this what @BarackObama wanted?,1173,1337,,117
x122396588336349184,10/7/11,2011,realDonaldTrump,When will we stop wasting our money on rebuilding Afghanistan? We must rebuild our country first.,1288,1318,,97
x152490093465186306,12/29/11,2011,realDonaldTrump,"I like Russell Brand, but Katy Perry made a big mistake when she married him. Let's see if I'm right---I hope not.",1045,1315,,114
x98764168760532992,8/3/11,2011,realDonaldTrump,Wake Up America -- China is eating our lunch.,161,1235,,45
x96969000797483008,7/29/11,2011,realDonaldTrump,"""Never quit and always hit back"" -- The Art of the Comeback",866,1216,,59
x152454671510929409,12/29/11,2011,realDonaldTrump,The Mar-a-Lago Club has the best meatloaf in America. Tasty. http://t.co/3GS8TRgM,1260,1193,,81
x152056935712169984,12/28/11,2011,realDonaldTrump,What a convenient mistake: @BarackObama issued a statement for Kwanza but failed to issue one for Christmas. http://t.co/DodG53Rx,699,1138,,129
x126660163775115265,10/19/11,2011,realDonaldTrump,Our country is blowing up and @BarackObama is out campaigning.,499,1078,,62
x146994336670822400,12/14/11,2011,realDonaldTrump,I feel sorry for Rosie 's new partner in love whose parents are devastated at the thought of their daughter being with @Rosie--a true loser.,872,1023,,140
x147055375475150848,12/14/11,2011,realDonaldTrump,"""We have to combat the welfare mentality that says individuals are entitled to live off taxpayers."" #TimeToGetTough",506,1018,TimeToGetTough,115
x123827985638899713,10/11/11,2011,realDonaldTrump,I don't want to be the only billionaire in America---I want all Americans to be rich.,679,1015,,85
x127387237007630337,10/21/11,2011,realDonaldTrump,Why did we spend billions of our money on Libya if we are not going to get any of the country's oil? What do we get out of this?,797,986,,128
x122402899446857728,10/7/11,2011,realDonaldTrump,I have traveled the world. America is the most beautiful country on Earth.,1333,979,,74
x129642904057692160,10/27/11,2011,realDonaldTrump,The US Air Force won the war in Libya to clear the way for Islamic Extremist control of Libya.,611,847,,94
x108933866936475648,8/31/11,2011,realDonaldTrump,Libya is being taken over by Islamic radicals---with @BarackObama's open support.,679,814,,81
x116579360089190400,9/21/11,2011,realDonaldTrump,Australia is a beautiful country with terrific people who love America.,978,808,,71
x151741365796085760,12/27/11,2011,realDonaldTrump,"The habitual vacationer, @BarackObama, is now in Hawaii. This vacation is costing taxpayers $4 milion +++  while there is 20% unemployment.",138,798,,139
x139027652873953281,11/22/11,2011,realDonaldTrump,"Yesterday @BarackObama actually spent a full day in Washington. He didn't campaign, fund raise or play golf. Shocking.",526,767,,118
x106061196804890624,8/23/11,2011,realDonaldTrump,Let's not start celebrating over Libya until we see who takes over.,650,766,,67
x144148110799675392,12/6/11,2011,realDonaldTrump,"Get it straight: Pakistan is not our friend. When our tremendous Navy SEALS took out Osama bin Laden, they didäó_ (cont) http://t.co/s6u5o8Co",369,755,,139
x148876610811072513,12/19/11,2011,realDonaldTrump,"With a record deficit and $15 trillion in debt, @BarackObama is spending $4 million of our money on his Hawaii vacation. Just plain wrong.",87,750,,138
x95847438379794433,7/26/11,2011,realDonaldTrump,"Obama, sadly, has no business or private sector background---and it shows.",508,686,,74
x144875211228057600,12/8/11,2011,realDonaldTrump,You know what is the worst part of @BarackObama's Tuesday speech playing class warfare--we paid for it with our tax dollars.,481,677,,124
x139342777967329281,11/23/11,2011,realDonaldTrump,"I dictate my tweets to my executive assistant and she posts them. ""Time is money""---The Art of the Deal.",211,674,,104
x121299808995647490,10/4/11,2011,realDonaldTrump,Our national debt has grown by 30% and a gallon of gas has doubled so far under @BarackObama. He is a disaster.,42,668,,111
x114795717259821056,9/16/11,2011,realDonaldTrump,"""It  doesn't cost any money to think bigger.""  -- The Art of the Deal",149,632,,69
x111493251340566528,9/7/11,2011,realDonaldTrump,Why was @BarackObama selling guns to Mexican drug dealers?,357,605,,58
x126642015164317696,10/19/11,2011,realDonaldTrump,"""Everyone makes mistakes, but it's what you do with them and what you learn from them that matters."" -- Midas Touch",119,604,,115
x131476341198553090,11/1/11,2011,realDonaldTrump,Is Jon Stewart a racist? See video that includes clip... http://t.co/tUae4cWq #thedailyshow,715,602,thedailyshow,91
x111831411262099458,9/8/11,2011,realDonaldTrump,If only speeches could create jobs then @BarackObama wouldn't have such a dismal economic record.,59,592,,97
x128564198157451264,10/24/11,2011,realDonaldTrump,"So much for creating American jobs--@BarackObama gave $529 Million to a ""Green"" car company---so they can be manufactured in Finland.",100,586,,133
x115876635428925441,9/19/11,2011,realDonaldTrump,I find it really hard to listen to @BarackObama's speeches. He doesn't have a clue.,83,579,,83
x102079394448814080,8/12/11,2011,realDonaldTrump,Obama has no understanding of how to create jobs or opportunity. He believes in Government.,247,566,,91
x144136183562252289,12/6/11,2011,realDonaldTrump,"President Reagan put it best: ""Welfare's purpose should be to eliminate, as far as possible, the need for its own existence.""",158,559,,125
x128896258684354560,10/25/11,2011,realDonaldTrump,Does @BarackObama ever work? He is constantly campaigning and fundraising--on both the taxpayer's dime and time---not fair!,162,555,,123
x135086433739350016,11/11/11,2011,realDonaldTrump,2012 is the most important election of my lifetime. @BarackObama must be defeated.,55,553,,82
x113385484822134784,9/12/11,2011,realDonaldTrump,The American economy would grow if Washington didnäó»t keep threatening higher taxes and more regulations. Government is not the solution.,345,548,,136
x111852221376888832,9/8/11,2011,realDonaldTrump,China is happy to learn that @BarackObama plans to borrow another $300 Billion. @BarackObama is their favorite client.,47,521,,118
x100585254401748992,8/8/11,2011,realDonaldTrump,The S&P downgrade is a direct result of @BarackObama's increased reckless budget spending and Obama Care. He owns this.,31,513,,119
x106442599031783424,8/24/11,2011,realDonaldTrump,"There usually is an easy solution to every problem. For instance, a lot of our country's problems can be solved in next year's election.",71,513,,136
