status_id,created_at,year,screen_name,text,favorite_count,retweet_count,hashtags,display_text_width
x1773561338,5/11/05,2009,realDonaldTrump,"""My persona will never be that of a wallflower - I‰Ûªd rather build walls than cling to them"" --Donald J. Trump",1974,1526,,109
x1698308935,5/3/05,2009,realDonaldTrump,Be sure to tune in and watch Donald Trump on Late Night with David Letterman as he presents the Top Ten List tonight!,694,523,,117
x3627328938,8/28/05,2009,realDonaldTrump,- Donald Trump bids to buy the Oreo Double Stuf Racing League. Check it out: http://www.nabiscoworld.com/oreo/dsrl/home.aspx,411,303,,124
x6971079756,12/22/05,2009,realDonaldTrump,"From Donald Trump: Wishing everyone a wonderful holiday & a happy, healthy, prosperous New Year. Let‰Ûªs think like champions in 2010!",236,270,,132
x6090839867,11/25/05,2009,realDonaldTrump,Wishing you and yours a very Happy and Bountiful Thanksgiving!,630,249,,62
x1836131903,5/17/05,2009,realDonaldTrump,"""We win in our lives by having a champion's view of each moment."" --Donald J. Trump http://tinyurl.com/pqpfvm",99,66,,109
x3688564134,8/31/05,2009,realDonaldTrump,"- More hysterical DSRL videos featuring Donald Trump and ""Double Trump"" plus enter Golden Lick Race Sweepstakes: http://tinyurl.com/6asujj",64,60,,138
x4472353826,9/28/05,2009,realDonaldTrump,"""A lot of people have imagination, but can't execute--you have to execute with the imagination."" --Donald J. Trump http://tinyurl.com/pqpfvm",58,50,,140
x2346367430,6/25/05,2009,realDonaldTrump,"RE: Michael Jackson: ""He was a great friend and a spectacular entertainer. It‰Ûªs a devastating loss!"" -Donald J. Trump",101,41,,117
x2266041769,6/20/05,2009,realDonaldTrump,- Wishing a Happy Father's Day to all the Dad's out there - YOU are a champion today and everyday! http://tinyurl.com/kn95ju,87,40,,124
x1949899014,5/27/05,2009,realDonaldTrump,"""You have to know when to call it quits and when to keep moving forward."" --Donald J. Trump http://www.trumpthinklikeachampion.com",25,40,,130
x1701461182,5/4/05,2009,realDonaldTrump,Donald Trump will be appearing on The View tomorrow morning to discuss Celebrity Apprentice and his new book Think Like A Champion!,322,39,,131
x2184650461,6/14/05,2009,realDonaldTrump,Thanks to all for your thoughtful birthday wishes ‰ÛÒ Donald Trump,31,39,,64
x6312794445,12/2/05,2009,realDonaldTrump,Trump International Tower in Chicago ranked 6th tallest building in world by Council on Tall Buildings & Urban Habitat http://bit.ly/sqvQq,8,37,,138
x3124382438,8/3/05,2009,realDonaldTrump,Browse Donald Trump's Summer Reading List for Business Success at the Trump University Blog: http://tinyurl.com/n5468r,17,34,,118
x3308367056,8/13/05,2009,realDonaldTrump,Ivanka is now on Twitter - You can follow her @IvankaTrump - Have a terrific weekend!,27,31,,85
x3982428551,9/13/05,2009,realDonaldTrump,Read Donald Trump's Top Ten Tips for Success: http://tinyurl.com/mcn8yl,37,30,,71
x2891870497,7/27/05,2009,realDonaldTrump,Check out a list of Donald Trump's books for summer reading at the Trump University Blog: http://tinyurl.com/knyswt,26,30,,115
x2475429091,7/3/05,2009,realDonaldTrump,Here's to a safe and happy Independence Day for one and all - Enjoy it! --Donald J. Trump,34,26,,89
x1776419923,5/11/05,2009,realDonaldTrump,"Miss USA Tara Conner will not be fired - ""I've always been a believer in second chances."" says Donald Trump",24,24,,107
x1894284587,5/22/05,2009,realDonaldTrump,Did you know Donald Trump is on Facebook? http://www.facebook.com/DonaldTrump - Become a fan today!,21,22,,99
x1878373267,5/21/05,2009,realDonaldTrump,"""Keep it fast, short and direct - whatever it is."" --Donald J. Trump http://tinyurl.com/pqpfvm",33,20,,94
x2222067805,6/17/05,2009,realDonaldTrump,"RE: FB Vanity URLs: SF Chronicle - ""David Beckham was one of the first, along with Britney Spears & Donald Trump."" http://tinyurl.com/ln4lol",18,18,,140
x2317112756,6/23/05,2009,realDonaldTrump,Donald Trump‰Ûªs commercial-free WWE Raw does big rating: http://tinyurl.com/nxvquo,14,17,,81
x1849558306,5/18/05,2009,realDonaldTrump,"""...these days...we could all use a little of the power of Trumpative thinking."" ‰ÛÒBarnesandNoble.com http://tinyurl.com/pqpfvm",14,16,,126
x3246382217,8/10/05,2009,realDonaldTrump,"""Think. That‰Ûªs the first step. Use all your power to utilize and develop that capability"" --Donald J. Trump http://tinyurl.com/pqpfvm",19,15,,133
x1826225450,5/16/05,2009,realDonaldTrump,"""Don‰Ûªt be afraid of being unique - it's like being afraid of your best self."" --Donald J. Trump http://tinyurl.com/pqpfvm",26,15,,121
x1786560616,5/12/05,2009,realDonaldTrump,"Listen to an interview with Donald Trump discussing his new book, Think Like A Champion: http://tinyurl.com/qs24vl",13,14,,114
x2165353946,6/13/05,2009,realDonaldTrump,Today is Donald Trump's Birthday! Send him your B'day wishes here: http://www.facebook.com/DonaldTrump,11,14,,102
x2019316195,6/2/05,2009,realDonaldTrump,"Check out Donald Trump's new iGoogle Showcase page:
http://bit.ly/DdD2A",20,13,,71
x2614325575,7/12/05,2009,realDonaldTrump,"""Be aware of things that seem inexplicable because they can be a big step towards innovation."" --Donald J. Trump http://tinyurl.com/pqpfvm",25,13,,138
x1864367186,5/19/05,2009,realDonaldTrump,Read a great interview with Donald Trump that appeared in The New York Times Magazine: http://tinyurl.com/qsx4o6,11,11,,112
x1884022748,5/21/05,2009,realDonaldTrump,"Don't forget to enter the ""Think Like A Champion"" signed book and keychain contest: http://www.trumpthinklikeachampion.com/contest",6,11,,130
x1806258917,5/14/05,2009,realDonaldTrump,"Enter the ""Think Like A Champion"" signed book and keychain contest:
http://www.trumpthinklikeachampion.com/contest/",8,10,,115
x2294519255,6/22/05,2009,realDonaldTrump,‰ÛÏExpand your life every day.‰Ûù ‰ÛÒDonald J. Trump http://tinyurl.com/pqpfvm,11,10,,72
x1737479987,5/7/05,2009,realDonaldTrump,Donald Trump reads Top Ten Financial Tips on Late Show with David Letterman: http://tinyurl.com/ooafwn - Very funny!,14,10,,116
x1741160716,5/7/05,2009,realDonaldTrump,New Blog Post: Celebrity Apprentice Finale and Lessons Learned Along the Way: http://tinyurl.com/qlux5e,32,10,,103
x1796477499,5/13/05,2009,realDonaldTrump,"""Strive for wholeness and keep your sense of wonder intact."" --Donald J. Trump http://tinyurl.com/pqpfvm",12,9,,104
x1924074459,5/25/05,2009,realDonaldTrump,"""Your higher self is in direct opposition to your comfort zone."" --Donald J. Trump http://tinyurl.com/pqpfvm",23,9,,108
x1859044981,5/19/05,2009,realDonaldTrump,"""Always know you could be on the precipice of something great."" --Donald J. Trump http://tinyurl.com/pqpfvm",22,9,,107
x5364614040,11/1/05,2009,realDonaldTrump,#NAME?,13,9,,114
x4862580190,10/13/05,2009,realDonaldTrump,Watch video of Ivanka Trump sharing business advice with 4 entrepreneurial women on GMA: http://tinyurl.com/yk6hlfo,10,8,,115
x2045871770,6/4/05,2009,realDonaldTrump,"‰ÛÏIf you don't have problems, you're pretending or you don't run your own business.‰Ûù ‰ÛÒDonald J. Trump  http://tinyurl.com/pqpfvm",15,8,,127
x3450626731,8/20/05,2009,realDonaldTrump,"Watch the Miss Universe competition LIVE from the Bahamas - Sunday, 8/23 @ 9pm (ET) on NBC: http://tinyurl.com/mrzad9",5,7,,117
x5203117820,10/26/05,2009,realDonaldTrump,"--From Donald Trump: ""Ivanka and Jared‰Ûªs wedding was spectacular, and they make a beautiful couple. I‰Ûªm a very proud father.""",7,7,,125
