status_id,created_at,year,screen_name,text,favorite_count,retweet_count,hashtags,display_text_width
x373743492151136256,8/31/13,2013,realDonaldTrump,"Be prepared, there is a small chance that our horrendous leadership could unknowingly lead us into World War III.",144120,192697,,113
x332308211321425920,5/9/13,2013,realDonaldTrump,"Sorry losers and haters, but my I.Q. is one of the highest -and you all know it! Please don't feel so stupid or insecure,it's not your fault",149550,133708,,140
x387309175866290176,10/7/13,2013,realDonaldTrump,äóìWe build too many walls and not enough bridges.äóù - Isaac Newton,67752,83567,,64
x375609403376144384,9/5/13,2013,realDonaldTrump,"AGAIN, TO OUR VERY FOOLISH LEADER, DO NOT ATTACK SYRIA - IF YOU DO MANY VERY BAD THINGS WILL HAPPEN &amp; FROM THAT FIGHT THE U.S. GETS NOTHING!",58370,78766,,144
x405778664039534592,11/27/13,2013,realDonaldTrump,Happy Thanksgiving to all--even the haters and losers!,73346,72595,,54
x347191326112112640,6/19/13,2013,realDonaldTrump,"Do you think Putin will be going to The Miss Universe Pageant in November in Moscow - if so, will he become my new best friend?",55241,70870,,127
x309346134600601601,3/6/13,2013,realDonaldTrump,It was just announced that @MacMilleräó»s song äóìDonaldTrumpäóù went platinumäóîtell  Mac Miller to kiss my ass!,72491,63783,,105
x330359969813770242,5/3/13,2013,realDonaldTrump,Amazing how the haters &amp; losers keep tweeting the name äóìF**kface Von Clownstickäóù like they are so original &amp; like no one else is doing it...,40383,44259,,148
x373581528405905408,8/30/13,2013,realDonaldTrump,The President must get Congressional approval before attacking Syria-big mistake if he does not!,21457,33277,,96
x346050284222558209,6/15/13,2013,realDonaldTrump,"Happy Father's Day to all, even the haters and losers!",34586,31928,,54
x325999319515791360,4/21/13,2013,realDonaldTrump,NO MERCY TO TERRORISTS you dumb bastards!,36323,29833,,41
x373146637184401408,8/29/13,2013,realDonaldTrump,What will we get for bombing Syria besides more debt and a possible long term conflict? Obama needs Congressional approval.,17860,28337,,123
x417760911177162752,12/30/13,2013,realDonaldTrump,äóìNo one remembers who came in second.äóù -  Walter Hagen,19721,27046,,54
x305859333231616001,2/25/13,2013,realDonaldTrump,"Django Unchained is the most racist movie I have ever seen, it sucked!",21705,23158,,70
x297083228706201600,1/31/13,2013,realDonaldTrump,"Little @MacMiller, you illegally used my name for your song äóìDonald Trumpäóù which now has over 75 million hits.",19883,22932,,110
x338429342646423553,5/25/13,2013,realDonaldTrump,"It's freezing outside, where the hell is ""global warming""??",17604,20692,,59
x286952264122396672,1/3/13,2013,realDonaldTrump,Just shows that you can have all the cards and lose if you donäó»t know what youäó»re doing.,28169,20643,,88
x380401743198056448,9/18/13,2013,realDonaldTrump,Everyone should calm down. @BenAffleck is going to do a great job as Batman.,19639,20530,,76
x331907383771148288,5/7/13,2013,realDonaldTrump,"26,000 unreported sexual assults in the military-only 238 convictions. What did these geniuses expect when they put men &amp; women together?",14721,20436,,141
x380761318833152000,9/19/13,2013,realDonaldTrump,.@MileyCyrus äóñ donäó»t worry about Liam. You can do much better and you have plenty of timeäóîremain strong!,23738,18659,,104
x387565483303923712,10/8/13,2013,realDonaldTrump,"President should not be telling the Washington Redskins to change their name-our country has far bigger problems! FOCUS on them,not nonsense",14782,17518,,140
x375075774644363264,9/4/13,2013,realDonaldTrump,What I am saying is stay out of Syria.,13101,16753,,38
x359803783724793857,7/23/13,2013,realDonaldTrump,"As I told everyone once before, Wiener is a sick puppy who will never change-100% of perverts go back to their ways. Sadly, there is no cure",10794,15414,,140
x322079549812785152,4/10/13,2013,realDonaldTrump,Sexual pervert Anthony Weiner has zero business holding public office.,10507,14115,,70
x314093741562535936,3/19/13,2013,realDonaldTrump,Amnesty is suicide for Republicans.Not one of those 12 million who broke our laws will vote Republican.Obama is laughing at @GOP.,16236,13211,,129
x351120640180355072,6/29/13,2013,realDonaldTrump,"""@YoungBasedGod_g: @realDonaldTrump your dad gives good brain?? Damn""  It's called genes!",14539,13193,,89
x377947866641485824,9/12/13,2013,realDonaldTrump,"äóì@realDonaldTrump: I would like to extend my best wishes to all, even the haters and losers, on this special date, September 11th.äóù",8189,12210,,131
x327994231341846528,4/27/13,2013,realDonaldTrump,"The Time Magazine list of the 100 Most Influential People is a joke and stunt of a magazine that will, like Newsweek,soon be dead. Bad list!",8038,12043,,140
x373527227935518720,8/30/13,2013,realDonaldTrump,"If Obama attacks Syria and innocent civilians are hurt and killed, he and the U.S. will look very bad!",6313,10855,,102
x374712124620406784,9/3/13,2013,realDonaldTrump,"If the U.S. attacks Syria and hits the wrong targets, killing civilians, there will be worldwide hell to pay. Stay away and fix broken U.S.",8659,9862,,139
x415868924841189376,12/25/13,2013,realDonaldTrump,"The new Pope is a humble man, very much like me, which probably explains why I like him so much!",7852,9469,,96
x411247268763676673,12/12/13,2013,realDonaldTrump,"How amazing, the State Health Director who verified copies of Obamaäó»s äóìbirth certificateäóù died in plane crash today. All others lived",7816,9454,,133
x299604146984738817,2/7/13,2013,realDonaldTrump,@Russ_Steinberg  Be careful!,6937,8470,,28
x399939505924628480,11/11/13,2013,realDonaldTrump,@AgalarovAras   I had a great weekend with you and your family. You have done a FANTASTIC job. TRUMP TOWER-MOSCOW is next. EMIN was WOW!,4366,8293,,136
x297087613851017216,1/31/13,2013,realDonaldTrump,"Little @MacMiller, Iäó»m now going to teach you a big boy lesson about lawsuits and finance. You ungrateful dog!",3802,8141,,110
x294161251137884160,1/23/13,2013,realDonaldTrump,I still canäó»t believe we left Iraq without the oil.,4762,7893,,51
x359777715185913857,7/23/13,2013,realDonaldTrump,"@rexrode_lisa                
""@realDonaldTrump you date girls young enough to be your daughter.That's perverted"" Dated. No, that's talent.",4450,7846,,139
x325973644276809730,4/21/13,2013,realDonaldTrump,I know some of you may think l'm tough and harsh but actually I'm a very compassionate person (with a very high IQ) with strong common sense,7538,7780,,140
x314771578850275329,3/21/13,2013,realDonaldTrump,Remember the golden rule of negotiating: He who has the gold makes the rules.,6615,7144,,77
x376334423069032448,9/7/13,2013,realDonaldTrump,"President Obama, do not attack Syria. There is no upside and tremendous downside. Save your ""powder"" for another (and more important) day!",3805,7120,,138
x398887965302091776,11/8/13,2013,realDonaldTrump,"Leadership: Whatever happens, you're responsible. If it doesn't happen, you're responsible.",5394,7116,,91
x327077073380331525,4/24/13,2013,realDonaldTrump,"As everybody knows, but the haters &amp; losers refuse to acknowledge, I do not wear a äóìwig.äóù My hair may not be perfect but itäó»s mine.",6307,6834,,135
x399729261684490240,11/11/13,2013,realDonaldTrump,I just got back from Russia-learned lots &amp; lots. Moscow is a very interesting and amazing place! U.S. MUST BE VERY SMART AND VERY STRATEGIC.,4580,6682,,144
x346063000056254464,6/16/13,2013,realDonaldTrump,"We should stay the hell out of Syria, the ""rebels"" are just as bad as the current regime. WHAT WILL WE GET FOR OUR LIVES AND $ BILLIONS?ZERO",7467,6671,,140
x377038618407493632,9/9/13,2013,realDonaldTrump,Don't attack Syria - an attack that will bring nothing but trouble for the U.S. Focus on making our country strong and great again!,3884,6177,,131
x289105330531618817,1/9/13,2013,realDonaldTrump,"Itäó»s amazing that people can say such bad things about me but if I say bad things about them, it becomes a national incident.",11306,6063,,125
x302155020697235456,2/14/13,2013,realDonaldTrump,.@GOP need to face reality äóñ not one of the illegal immigrants granted amnesty will vote Republican.,7573,5241,,100
x403511109942247424,11/21/13,2013,realDonaldTrump,Do not allow our very stupid leaders to sign a deal that keeps us in Afghanistan through 2024-with all costs by U.S.A.  MAKE AMERICA GREAT!,4214,5080,,139
x325413682379120640,4/20/13,2013,realDonaldTrump,Is the Boston killer eligible for Obama Care to bring him back to health?,2340,4893,,73
x352795564930383873,7/4/13,2013,realDonaldTrump,"Sorry folks, I'm just not a fan of sharks - and don't worry, they will be around long after we are gone.",5507,4609,,104
x289807790178959360,1/11/13,2013,realDonaldTrump,Letäó»s get out of Afghanistan. Our troops are being killed by the Afghanis we train and we waste billions there. Nonsense!  Rebuild the USA.,3739,4595,,139
x408977616926830592,12/6/13,2013,realDonaldTrump,"Ice storm rolls from Texas to Tennessee - I'm in Los Angeles and it's freezing. Global warming is a total, and very expensive, hoax!",3449,4586,,132
x346998236776640513,6/18/13,2013,realDonaldTrump,"All I can say is that if I were President, Snowden would have already been returned to the U.S. (by their fastest jet) and with an apology!",5048,4539,,139
x403693235354472448,11/22/13,2013,realDonaldTrump,"If you are lucky enough to catch a knockout assaulter before getting slugged, and you carry a gun, shoot the bastard (teach them a lesson)!",5576,4524,,139
x342190428675796992,6/5/13,2013,realDonaldTrump,"Sadly, the overwhelming amount of violent crime in our major cities is committed by blacks and hispanics-a tough subject-must be discussed.",4472,4467,,139
x380922018717515776,9/20/13,2013,realDonaldTrump,"Move slowly, carefully --- and then strike like the fastest animal on the planet!",7578,4347,,81
x387906730388361216,10/9/13,2013,realDonaldTrump,"If the U.S. Government doesn't give the money necessary for the burials of our military personnel, I will.The U.S. under Obama's leadership!",2856,4119,,140
x302528272934268928,2/15/13,2013,realDonaldTrump,@goonerdad52  Hi Chris.,5785,4027,,23
x375577511473983488,9/5/13,2013,realDonaldTrump,"The only reason President Obama wants to attack Syria is to save face over his very dumb RED LINE statement. Do NOT attack Syria,fix U.S.A.",2146,3999,,139
x377534133888512000,9/10/13,2013,realDonaldTrump,Danger-Weiner is a free man at 12:01AM. He will be back sexting with a vengeance. All women remain on alert.,5365,3990,,108
x404842678422339584,11/25/13,2013,realDonaldTrump,"Tom Brady is a good friend of mine, a great player, a great guy and a total winner! Fantastic comeback win-this is what our country needs!",5274,3950,,138
x342187903511834624,6/5/13,2013,realDonaldTrump,"According to Bill O'Reilly, 80% of all the shootings in New York City are blacks-if you add Hispanics, that figure goes to 98%. 1% white.",3420,3931,,137
x356249717035892736,7/14/13,2013,realDonaldTrump,"Zimmerman is no angel but the lack of evidence and the concept of self-defense, especially in Florida law, gave the jury little other choice",1769,3904,,140
x298818279735177216,2/5/13,2013,realDonaldTrump,Wise words from my mother:  äóìTrust in God and be true to yourself.äóù  Mary MacLeod Trump,4483,3824,,87
x351498163175178240,7/1/13,2013,realDonaldTrump,"""@EDM___HEAD: @realDonaldTrump @EdandBev lyin ass nigga""  Why does Paula D get destroyed and you can use the ""N"" word so freely, asshole?",2741,3682,,137
x376896522388254720,9/9/13,2013,realDonaldTrump,The New York Giants are looking really bad so far tonight. Does not get much worse than this!,2170,3580,,93
