status_id,created_at,year,screen_name,text,favorite_count,retweet_count,hashtags,display_text_width
x795954831718498305,11/8/16,2016,realDonaldTrump,TODAY WE MAKE AMERICA GREAT AGAIN!,557466,331155,,34
x796315640307060738,11/9/16,2016,realDonaldTrump,Such a beautiful and important evening! The forgotten man and woman will never be forgotten again. We will all come together as never before,613431,211318,,140
x741007091947556864,6/9/16,2016,realDonaldTrump,"How long did it take your staff of 823 people to think that up--and where are your 33,000 emails that you deleted? https://t.co/gECLNtQizQ",281951,157877,,138
x815185071317676033,12/31/16,2016,realDonaldTrump,"Happy New Year to all, including to my many enemies and those who have fought me and lost so badly they just don't know what to do. Love!",340839,136516,,137
x755788382618390529,7/20/16,2016,realDonaldTrump,The media is spending more time doing a forensic analysis of Melania's speech than the FBI spent on Hillary's emails.,236938,113379,,117
x802499192237080576,11/26/16,2016,realDonaldTrump,Fidel Castro is dead!,201320,94862,,21
x728297587418247168,5/5/16,2016,realDonaldTrump,Happy #CincoDeMayo! The best taco bowls are made in Trump Tower Grill. I love Hispanics! https://t.co/ufoTeQd8yA https://t.co/k01Mc6CuDI,124933,92618,CincoDeMayo,112
x803567993036754944,11/29/16,2016,realDonaldTrump,"Nobody should be allowed to burn the American flag - if they do, there must be consequences - perhaps loss of citizenship or year in jail!",209330,72373,,138
x796900183955095552,11/11/16,2016,realDonaldTrump,"Just had a very open and successful presidential election. Now professional protesters, incited by the media, are protesting. Very unfair!",222768,66588,,138
x810996052241293312,12/19/16,2016,realDonaldTrump,"We did it! Thank you to all of my great supporters, we just officially won the election (despite all of the distorted and inaccurate media).",215241,56827,,140
x794895332941381633,11/5/16,2016,realDonaldTrump,MAKE AMERICA GREAT AGAIN!,111124,56450,,25
x797034721075228672,11/11/16,2016,realDonaldTrump,Love the fact that the small groups of protesters last night have passion for our great country. We will all come together and be proud!,214118,53401,,136
x802972944532209664,11/27/16,2016,realDonaldTrump,"In addition to winning the Electoral College in a landslide, I won the popular vote if you deduct the millions of people who voted illegally",157007,51590,,140
x797455295928791040,11/12/16,2016,realDonaldTrump,"This will prove to be a great time in the lives of ALL Americans. We will unite and we will win, win, win!",194320,51379,,106
x784609194234306560,10/8/16,2016,realDonaldTrump,Here is my statement. https://t.co/WAZiGoQqMQ,114357,49956,,21
x813079058896535552,12/25/16,2016,realDonaldTrump,"Merry Christmas and a very, very, very , very Happy New Year to everyone!",204712,47996,,73
x798519600413601792,11/15/16,2016,realDonaldTrump,If the election were based on total popular vote I would have campaigned in  N.Y. Florida and California and won even bigger and more easily,172664,47579,,140
x799432403727028224,11/18/16,2016,realDonaldTrump,"Just got a call from my friend Bill Ford, Chairman of Ford, who advised me that he will be keeping the Lincoln plant in Kentucky - no Mexico",160630,47458,,140
x801610648010575872,11/24/16,2016,realDonaldTrump,"Let us give thanks for all that we have, and let us boldly face the exciting new frontiers that lie ahead. Happy Thanksgiving. https://t.co/yH6LYdS2ts",162120,46948,,126
x801629061831331840,11/24/16,2016,realDonaldTrump,"Happy Thanksgiving to everyone. We will, together, MAKE AMERICA GREAT AGAIN!",179716,46786,,76
x797098212599496704,11/11/16,2016,realDonaldTrump,Today we express our deepest gratitude to all those who have served in our armed forces. #ThankAVet https://t.co/wPk7QWpK8Z,163224,45382,ThankAVet,99
x788150475258343424,10/17/16,2016,realDonaldTrump,Get rich quick! Crooked Hillary Clinton's pay to play guide: https://t.co/uKh5sCFfrv,64927,44993,,60
x796797436752707585,11/10/16,2016,realDonaldTrump,Happy 241st birthday to the U.S. Marine Corps! Thank you for your service!! https://t.co/Lz2dhrXzo4,164029,44001,,75
x796182637622816768,11/9/16,2016,realDonaldTrump,"Watching the returns at 9:45pm. 
#ElectionNight #MAGA_ôˆ__ôˆŸ https://t.co/HfuJeRZbod",184591,43613,ElectionNight MAGA,55
x799974635274194947,11/19/16,2016,realDonaldTrump,"The Theater must always be a safe and special place.The cast of Hamilton was very rude last night to a very good man, Mike Pence. Apologize!",144668,42206,,140
x806134244384899072,12/6/16,2016,realDonaldTrump,"Boeing is building a brand new 747 Air Force One for future presidents, but costs are out of control, more than $4 billion. Cancel order!",136784,41402,,137
x813003030186622976,12/25/16,2016,realDonaldTrump,#MerryChristmas https://t.co/5GgDmJrGMS,146051,40675,MerryChristmas,15
x785314249044140036,10/10/16,2016,realDonaldTrump,RT @mike_pence: Congrats to my running mate @realDonaldTrump on a big debate win! Proud to stand with you as we #MAGA.,0,40283,MAGA,118
x800850810490023937,11/21/16,2016,realDonaldTrump,.@transition2017 update and policy plans for the first 100 days. https://t.co/HTgPXfPWeJ,98272,40255,,64
x794617042888491008,11/4/16,2016,realDonaldTrump,"If Obama worked as hard on straightening out our country as he has trying to protect and elect Hillary, we would all be much better off!",98679,40060,,136
x784840992734064641,10/8/16,2016,realDonaldTrump,"The media and establishment want me out of the race so badly -  I WILL NEVER DROP OUT OF THE RACE, WILL NEVER LET MY SUPPORTERS DOWN! #MAGA",100503,39397,MAGA,139
x755551039244341253,7/19/16,2016,realDonaldTrump,Such a great honor to be the Republican Nominee for President of the United States. I will work hard and never let you down! AMERICA FIRST!,123499,39275,,139
x781926033159249920,9/30/16,2016,realDonaldTrump,"For those few people knocking me for tweeting at three o'clock in the morning, at least you know I will be there, awake, to answer the call!",102464,39247,,140
x809403760099422208,12/15/16,2016,realDonaldTrump,"If Russia, or some other entity, was hacking, why did the White House wait so long to act? Why did they only complain after Hillary lost?",118972,39024,,137
x750353319084843008,7/5/16,2016,realDonaldTrump,FBI director said Crooked Hillary compromised our national security. No charges. Wow! #RiggedSystem,73360,37920,RiggedSystem,99
